2019-07-04 17:35:02.595664, 35.6578, -117.5644
2019-07-04 17:35:12.522203, 35.6963, -117.7041
2019-07-04 17:35:53.110958, 35.682, -117.4877
2019-07-04 17:36:27.889154, 35.7585, -117.5453
2019-07-04 17:36:40.328902, 35.7327, -117.5498
2019-07-04 17:36:59.909414, 35.7488, -117.5318
2019-07-04 17:37:16.031847, 35.6794, -117.506
2019-07-04 17:37:18.328364, 35.6652, -117.4678
2019-07-04 17:37:26.994905, 35.672, -117.4876
2019-07-04 17:37:56.444669, 35.745, -117.5477
2019-07-04 17:38:22.601698, 35.7122, -117.48
2019-07-04 17:38:26.537705, 35.9003, -117.7215
2019-07-04 17:38:48.265862, 35.6621, -117.5551
2019-07-04 17:39:20.712849, 35.8375, -117.6481
2019-07-04 17:39:23.889318, 35.9201, -117.686
2019-07-04 17:39:36.307798, 35.6877, -117.5044
2019-07-04 17:40:03.482666, 35.7331, -117.5732
2019-07-04 17:40:19.208234, 35.713, -117.5281
2019-07-04 17:40:35.956057, 35.7197, -117.4745
2019-07-04 17:40:47.249442, 35.7293, -117.55
2019-07-04 17:40:58.402783, 35.8965, -117.6431
2019-07-04 17:41:08.860884, 35.7918, -117.6089
2019-07-04 17:41:22.120283, 35.7426, -117.5284
2019-07-04 17:41:43.145555, 35.6081, -117.5863
2019-07-04 17:41:58.729269, 35.6903, -117.4901
2019-07-04 17:42:10.334834, 35.7164, -117.4862
2019-07-04 17:42:20.518228, 35.6499, -117.5674
2019-07-04 17:42:23.124391, 35.7004, -117.5847
2019-07-04 17:42:55.621982, 35.7377, -117.5679
2019-07-04 17:43:07.210629, 35.6686, -117.4845
2019-07-04 17:43:18.547027, 35.6361, -117.5307
2019-07-04 17:43:31.342751, 35.6714, -117.5409
2019-07-04 17:43:50.593788, 35.7466, -117.5462
2019-07-04 17:43:56.403952, 35.8861, -117.7062
2019-07-04 17:44:10.766062, 35.7031, -117.5088
2019-07-04 17:44:14.698071, 35.6452, -117.5166
2019-07-04 17:44:24.909839, 35.7315, -117.5483
2019-07-04 17:44:34.096439, 35.6909, -117.5101
2019-07-04 17:44:36.156247, 35.7996, -117.4817
2019-07-04 17:44:42.243654, 35.9408, -117.6599
2019-07-04 17:45:07.264171, 35.694, -117.4879
2019-07-04 17:45:12.206657, 35.8317, -117.6323
2019-07-04 17:45:24.673567, 35.7255, -117.5447
2019-07-04 17:45:29.803122, 35.7255, -117.5532
2019-07-04 17:46:05.572526, 35.6677, -117.6016
2019-07-04 17:46:21.323697, 35.6636, -117.5157
2019-07-04 17:46:38.475311, 35.7543, -117.5511
2019-07-04 17:46:50.956616, 35.6483, -117.5948
2019-07-04 17:47:18.627297, 35.7462, -117.5426
2019-07-04 17:47:42.175226, 35.7288, -117.5459
2019-07-04 17:47:56.321871, 35.7396, -117.5566
2019-07-04 17:48:04.027675, 35.6441, -117.5654
2019-07-04 17:48:13.328092, 35.6381, -117.5687
2019-07-04 17:48:16.971793, 35.7192, -117.545
2019-07-04 17:48:24.878798, 35.6626, -117.5247
2019-07-04 17:48:58.894313, 35.5997, -117.582
2019-07-04 17:49:03.033391, 35.7213, -117.6081
2019-07-04 17:49:07.596114, 35.8653, -117.6712
2019-07-04 17:49:28.687017, 35.7225, -117.563
2019-07-04 17:49:35.861016, 35.7437, -117.544
2019-07-04 17:50:03.678317, 35.7382, -117.5404
2019-07-04 17:50:07.057786, 35.9393, -117.5499
2019-07-04 17:50:14.688069, 35.6847, -117.4736
